Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Family_Size,Income_PerCap,Total_Spent,Prop_Spending_Income_pc,Total_Puchases,Avg_Ticket,Age,Dt_Customer_InDays,Lives_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
3,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,3,12105.67,133,0.010986587276871,9,14.78,49,297,0,0,0,0,1,0
3,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,0,3,14071.0,363,0.0257977400326913,15,24.2,57,440,0,0,0,0,1,0
3,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,1,0,3,21916.0,545,0.0248676765833181,18,30.28,59,260,0,0,0,0,1,0
3,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,0,0,3,25681.33,1065,0.041469814842144,31,34.35,42,455,0,0,0,0,1,0
3,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,2,37459.0,2047,0.0546464134119971,21,97.48,45,226,0,0,0,0,1,0
3,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,4,14180.25,296,0.0208741030658838,15,19.73,42,94,0,0,1,0,0,0
3,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,1,3,14053.33,140,0.0099620516987788,11,12.73,39,334,1,0,0,1,0,0
3,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,2,30779.5,530,0.0172192530742864,17,31.18,49,353,1,0,0,1,0,0
5,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,4,8407.25,152,0.0180796336495286,13,11.69,51,10,0,0,0,0,1,0
5,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,2,34341.0,1598,0.0465332983896799,24,66.58,23,434,0,0,0,0,1,0
3,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,2,17188.5,114,0.0066323413910463,8,14.25,51,174,1,0,0,1,0,0
1,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,2,4470.0,101,0.0225950782997762,10,10.1,28,24,1,0,0,1,0,0
3,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,3,8742.67,25,0.0028595383332551,4,6.25,41,420,0,0,1,0,0,0
2,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,1,77297.0,789,0.0102073819165038,22,35.86,57,181,1,1,0,0,0,0
3,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,0,4,10052.75,87,0.0086543483126507,7,12.43,33,366,0,0,1,0,0,0
5,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,3,11146.0,90,0.0080746456127758,11,8.18,56,420,1,0,0,0,0,1
5,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,3,25010.67,1215,0.0485792663691136,20,60.75,55,273,0,0,1,0,0,0
5,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,1,61284.0,811,0.0132334704001044,22,36.86,59,440,1,0,0,1,0,0
3,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,3,7506.0,61,0.008126831867839,7,8.71,28,85,0,0,1,0,0,0
4,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,3,18243.33,405,0.0221998944271687,18,22.5,39,382,0,0,1,0,0,0
4,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,4,9613.0,72,0.0074898574846561,9,8.0,59,609,0,0,1,0,0,0
3,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,3,14807.0,189,0.0127642331329776,14,13.5,43,201,1,1,0,0,0,0
5,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,3,12732.33,40,0.0031416088021595,5,8.0,28,335,0,0,0,0,1,0
3,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,2,20993.0,63,0.0030010003334444,10,6.3,36,560,1,1,0,0,0,0
3,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,3,9475.67,52,0.0054877385979038,7,7.43,31,235,0,0,0,0,1,0
5,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,3,12465.0,39,0.0031287605294825,5,7.8,38,642,0,0,0,0,1,0
3,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,3,21574.0,805,0.0373134328358208,25,32.2,43,666,0,0,1,0,0,0
4,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,3,18416.33,130,0.0070589525708976,8,16.25,58,627,0,0,0,0,1,0
3,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,2,42453.0,1631,0.0384189574352813,24,67.96,42,432,0,0,0,0,1,0
3,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,3,9563.67,34,0.0035551205760968,5,6.8,25,340,0,0,1,0,0,0
3,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,3,14737.67,152,0.0103137063049993,12,12.67,62,488,1,0,0,1,0,0
1,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,2,12853.5,21,0.0016337962422686,5,4.2,30,538,1,0,0,1,0,0
5,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,5,11812.4,71,0.0060106328942467,7,10.14,47,431,0,0,1,0,0,0
3,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,0,0,2,38312.0,899,0.0234652328252244,23,39.09,52,664,1,0,0,1,0,0
4,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,2,33000.0,711,0.0215454545454545,10,71.1,67,630,0,0,0,0,1,0
5,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,3,9227.67,351,0.0380377711816742,16,21.94,36,6,0,0,0,0,1,0
3,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,1,1730.0,8,0.0046242774566473,15,0.53,43,658,1,1,0,0,0,0
1,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,2,3750.0,119,0.0317333333333333,11,10.82,22,127,1,0,0,1,0,0
3,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,4,10130.25,21,0.0020729991856074,4,5.25,46,250,0,0,0,0,1,0
5,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,3,6809.0,10,0.0014686444411807,4,2.5,41,603,0,0,0,0,1,0
3,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,0,3,21702.0,973,0.0448345774582987,27,36.04,39,664,0,0,1,0,0,0
5,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,2,34984.5,1536,0.0439051579985422,13,118.15,49,394,0,0,1,0,0,0
3,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,0,4,16858.25,992,0.0588435928996188,28,35.43,62,352,0,0,1,0,0,0
5,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,3,25922.0,1529,0.0589846462464316,34,44.97,47,208,0,0,1,0,0,0
3,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,3,24905.33,860,0.0345307610860807,17,50.59,42,410,0,0,1,0,0,0
3,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,2,34059.0,928,0.0272468363721776,23,40.35,51,446,1,1,0,0,0,0
5,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,1,4,13789.5,418,0.0303129192501541,18,23.22,44,1,0,0,1,0,0,0
2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,1,3,20990.67,587,0.0279648053158855,16,36.69,59,5,0,0,1,0,0,0
3,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,3,24730.0,641,0.0259199353012535,19,33.74,39,652,0,0,1,0,0,0
3,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,0,4,9839.0,23,0.0023376359386116,4,5.75,38,598,0,0,1,0,0,0
3,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,2,38326.5,2279,0.0594627737988076,23,99.09,45,383,0,0,0,0,1,0
5,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,0,3,11953.33,49,0.0040992761013039,6,8.17,41,659,1,1,0,0,0,0
5,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,1,90687.0,1779,0.0196169241456879,17,104.65,31,297,1,1,0,0,0,0
4,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,2,36725.0,1804,0.0491218515997277,27,66.81,32,494,0,0,0,0,1,0
3,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,4,7863.5,48,0.006104152095123,8,6.0,54,342,0,0,1,0,0,0
3,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,1,3,15713.0,83,0.005282250365939,7,11.86,62,585,1,0,0,1,0,0
3,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,1,83829.0,1862,0.0222118837156592,17,109.53,39,436,1,1,0,0,0,0
5,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,1,4,13344.5,793,0.0594252313687286,29,27.34,51,57,0,0,1,0,0,0
3,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,3,6552.0,84,0.0128205128205128,9,9.33,44,194,0,0,0,0,1,0
5,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,3,15193.0,183,0.0120450207332324,10,18.3,66,387,0,0,1,0,0,0
2,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,1,85485.0,1383,0.0161782768906825,19,72.79,56,692,1,0,0,1,0,0
3,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,2,27978.0,999,0.0357066266352133,16,62.44,70,617,0,0,1,0,0,0
4,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,2,32095.5,825,0.0257045380193485,24,34.38,51,177,1,0,0,1,0,0
3,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,2,19404.0,246,0.0126777983920841,14,17.57,42,28,1,0,0,1,0,0
4,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,4,14295.75,610,0.0426700243079236,25,24.4,48,233,0,0,1,0,0,0
4,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,2,11874.0,76,0.0064005389927572,9,8.44,46,115,1,1,0,0,0,0
3,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,3,22101.0,1286,0.0581874123342835,22,58.45,43,212,0,0,1,0,0,0
4,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,3,12456.0,30,0.0024084778420038,4,7.5,39,505,0,0,1,0,0,0
3,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,1,0,5,8160.0,99,0.0121323529411764,8,12.38,50,156,0,0,1,0,0,0
3,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,1,71847.0,1192,0.0165908110289921,22,54.18,36,54,1,1,0,0,0,0
3,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,3,15383.0,362,0.0235324709094454,18,20.11,39,488,0,0,1,0,0,0
3,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,2,39343.5,2130,0.0541385489343856,19,112.11,31,11,0,0,0,0,1,0
2,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,1,49118.0,1229,0.0250213770919011,28,43.89,43,20,1,1,0,0,0,0
5,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,4,9408.25,38,0.0040390083171684,6,6.33,57,53,0,0,1,0,0,0
4,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,2,19883.5,485,0.0243920838886513,17,28.53,63,357,0,0,0,0,1,0
1,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,2,13498.5,434,0.0321517205615438,13,33.38,63,99,0,0,1,0,0,0
3,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,2,16993.0,44,0.0025893014770787,5,8.8,44,228,1,1,0,0,0,0
5,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,3,19030.33,496,0.0260636573301671,18,27.56,42,117,0,0,1,0,0,0
2,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,4,11707.75,78,0.0066622536354124,7,11.14,45,314,0,0,1,0,0,0
4,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,2,41575.5,2346,0.0564274632896778,23,102.0,42,196,0,0,1,0,0,0
3,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,2,26265.5,794,0.0302297690887285,21,37.81,43,154,0,0,1,0,0,0
3,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,2,7879.5,17,0.0021574973031283,4,4.25,58,403,0,0,1,0,0,0
3,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,2,11402.0,26,0.0022803017014558,5,5.2,43,367,1,0,0,1,0,0
2,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,3,14350.0,76,0.0052961672473867,8,9.5,41,597,0,0,1,0,0,0
5,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,3,14332.33,15,0.0010465848888491,4,3.75,37,496,1,0,0,1,0,0
5,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,3,16306.0,62,0.0038022813688212,7,8.86,51,622,1,0,0,1,0,0
4,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,3,20011.0,198,0.0098945579931037,10,19.8,60,608,0,0,0,0,1,0
5,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,3,11347.67,49,0.0043180670569376,5,9.8,36,453,0,0,0,0,1,0
3,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,0,3,19270.33,802,0.041618384324503,25,32.08,48,330,0,0,0,0,1,0
3,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,2,39284.5,1736,0.0441904567959373,15,115.73,68,570,0,0,1,0,0,0
3,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,3,2500.0,57,0.0228,10,5.7,36,151,1,0,0,1,0,0
4,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,3,52577.67,59,0.0011221493839494,2,29.5,43,310,0,0,0,0,1,0
3,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,2,47192.0,2302,0.0487794541447703,18,127.89,61,218,0,0,0,0,1,0
2,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,2,11574.0,37,0.0031968204596509,6,6.17,29,569,0,0,1,0,0,0
3,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,3,14755.67,310,0.0210088731992515,16,19.38,44,211,1,1,0,0,0,0
3,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,2,35813.0,1305,0.0364392818250356,19,68.68,35,95,0,0,1,0,0,0
3,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,3,20298.0,832,0.0409892600256182,26,32.0,48,334,0,0,0,0,1,0
3,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,4,12550.0,401,0.0319521912350597,19,21.11,38,248,0,0,0,0,1,0
5,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,2,40525.5,1501,0.0370384079160035,23,65.26,49,663,0,0,1,0,0,0
3,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,2,32584.5,1189,0.0364897420552716,28,42.46,32,534,0,0,1,0,0,0
3,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,3,19956.0,1194,0.0598316295850871,32,37.31,42,358,0,0,0,0,1,0
5,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,3,21898.33,656,0.0299566222629762,21,31.24,54,551,0,0,1,0,0,0
4,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,1,64857.0,1540,0.0237445456928319,23,66.96,58,117,1,0,0,1,0,0
4,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,3,15047.67,311,0.0206676515367495,15,20.73,49,393,0,0,0,0,1,0
2,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,3,24935.0,820,0.0328855023059955,26,31.54,59,465,0,0,0,0,1,0
2,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,3,19686.67,274,0.0139180470846516,14,19.57,25,531,0,0,1,0,0,0
5,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,3,9079.33,57,0.0062779962838667,9,6.33,52,265,1,0,0,1,0,0
3,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,3,15669.67,448,0.0285902638664375,17,26.35,49,429,0,0,0,0,1,0
2,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,4,11523.5,44,0.0038182843754067,5,8.8,41,681,0,0,1,0,0,0
3,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,4,10080.25,102,0.0101187966568289,8,12.75,42,365,0,0,1,0,0,0
3,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,3,12411.67,61,0.0049147294441441,5,12.2,30,552,0,0,0,0,1,0
4,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,2,40921.5,1643,0.0401500433757315,27,60.85,54,267,0,0,1,0,0,0
4,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,3,15564.0,397,0.0255075815985607,15,26.47,56,312,0,0,0,0,1,0
3,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,3,25794.0,1121,0.0434597193145692,26,43.12,46,527,0,0,0,0,1,0
3,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,3,12591.33,473,0.0375655312028197,16,29.56,37,36,1,0,0,1,0,0
1,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,3,6131.0,50,0.0081552764638721,8,6.25,40,608,0,0,1,0,0,0
4,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,3,24276.0,1678,0.0691217663536002,28,59.93,52,200,0,0,1,0,0,0
3,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,2,12355.5,58,0.0046942657116264,7,8.29,32,628,0,0,1,0,0,0
5,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,3,15167.67,170,0.0112080497531921,9,18.89,39,423,0,0,1,0,0,0
4,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,1,6560.0,373,0.0568597560975609,2,186.5,32,501,1,0,0,1,0,0
5,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,0,1,2,35802.0,1196,0.0334059549745824,17,70.35,69,476,0,0,0,0,1,0
3,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,3,9081.33,101,0.0111217189552631,8,12.62,35,586,0,0,1,0,0,0
3,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,1,4,12188.0,316,0.0259271414506071,17,18.59,45,136,0,0,1,0,0,0
3,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,0,3,23811.33,1400,0.058795539770353,21,66.67,52,416,0,0,1,0,0,0
3,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,1,90842.0,1424,0.0156755685696043,27,52.74,66,365,1,0,0,1,0,0
4,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,3,29365.67,844,0.028741043538254,20,42.2,36,20,0,0,1,0,0,0
3,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,3,17316.0,311,0.0179602679602679,13,23.92,39,415,0,0,1,0,0,0
3,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,2,35926.5,1149,0.0319819631748152,17,67.59,32,283,0,0,0,0,1,0
4,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,2,17938.0,129,0.0071914371724829,8,16.12,31,630,0,0,1,0,0,0
3,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,2,20024.5,32,0.0015980423980623,5,6.4,62,444,1,0,0,0,0,1
3,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,2,19830.0,299,0.0150781643973777,14,21.36,32,10,1,0,0,1,0,0
3,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,0,3,16709.0,320,0.0191513555568855,13,24.62,52,669,0,0,0,0,1,0
4,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,3,14421.0,441,0.0305804035781152,16,27.56,37,115,0,0,1,0,0,0
4,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,4,15711.25,1178,0.0749781207733312,28,42.07,65,64,0,0,1,0,0,0
3,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,2,9464.5,85,0.008980928733689,6,14.17,24,202,0,0,1,0,0,0
1,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,2,12183.5,24,0.0019698772930602,4,6.0,32,234,1,0,0,1,0,0
3,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,2,16624.5,112,0.0067370447231495,8,14.0,39,206,1,0,0,1,0,0
2,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,3,8962.33,30,0.0033473438268843,5,6.0,55,196,0,0,1,0,0,0
5,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,2,25075.0,410,0.0163509471585244,16,25.62,31,326,0,0,1,0,0,0
3,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,0,3,20687.0,800,0.0386716295257891,24,33.33,38,398,0,0,0,0,1,0
5,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,1,85696.0,1313,0.0153216019417475,20,65.65,52,278,1,1,0,0,0,0
5,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,2,38271.0,1483,0.0387499673381934,23,64.48,58,244,0,0,0,0,1,0
3,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,1,1,70515.0,1258,0.0178401758491101,17,74.0,21,449,1,0,0,1,0,0
3,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,3,6075.67,28,0.0046085452304025,4,7.0,27,102,0,0,0,0,1,0
3,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,3,23046.33,227,0.0098497244463652,11,20.64,49,547,0,0,1,0,0,0
3,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,2,34554.5,1555,0.0450013746400613,20,77.75,32,103,0,0,1,0,0,0
3,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,2,34813.5,861,0.0247317850833728,23,37.43,52,231,1,0,0,1,0,0
3,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,3,12712.0,103,0.0081025802391441,8,12.88,36,267,0,0,1,0,0,0
5,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,1,62159.0,634,0.0101996492865071,19,33.37,68,638,1,0,0,1,0,0
3,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,1,80695.0,1918,0.0237685110601648,19,100.95,51,518,1,0,0,1,0,0
4,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,3,11105.33,131,0.011796137530357,10,13.1,43,432,1,0,0,1,0,0
3,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,4,14638.5,586,0.0400314239846978,22,26.64,46,59,0,0,0,0,1,0
1,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,3,5752.0,62,0.010778859527121,7,8.86,22,482,0,0,1,0,0,0
3,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,3,17678.0,447,0.0252856657992985,22,20.32,40,305,1,1,0,0,0,0
2,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,2,26101.5,939,0.0359749439687374,27,34.78,64,2,0,0,0,0,1,0
2,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,0,2,29800.5,797,0.0267445177094344,15,53.13,37,361,1,1,0,0,0,0
4,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,1,2,37577.0,1143,0.0304175426457673,16,71.44,56,37,1,0,0,1,0,0
3,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,2,23512.5,415,0.0176501860712387,17,24.41,38,466,1,0,0,1,0,0
3,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,3,12657.0,30,0.0023702299123014,5,6.0,41,484,0,0,1,0,0,0
4,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,2,20667.5,187,0.009048022257167,12,15.58,46,515,1,1,0,0,0,0
3,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,3,22422.33,251,0.0111941979267988,11,22.82,56,653,0,0,1,0,0,0
3,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,2,28669.0,237,0.0082667689839199,12,19.75,39,639,1,0,0,1,0,0
2,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,4,12630.75,91,0.0072046394711319,8,11.38,54,514,0,0,0,0,1,0
4,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,4,8947.75,35,0.0039115978877371,6,5.83,49,281,1,0,0,1,0,0
5,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,0,2,25305.5,493,0.0194819308055561,22,22.41,54,67,1,1,0,0,0,0
5,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,3,18747.33,971,0.0517940421382671,28,34.68,45,217,0,0,1,0,0,0
3,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,2,24452.0,371,0.0151725830197938,17,21.82,54,126,1,0,0,1,0,0
3,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,4,14060.75,396,0.0281635047917074,20,19.8,39,519,1,0,0,1,0,0
3,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,3,7118.33,68,0.0095528024129255,7,9.71,29,387,0,0,1,0,0,0
4,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,0,3,19140.0,322,0.0168234064785788,15,21.47,43,331,0,0,0,0,1,0
4,41079.0,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,3,13693.0,317,0.0231505148616081,14,22.64,44,246,0,0,0,0,1,0
4,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,2,23195.0,222,0.0095710282388445,10,22.2,59,645,1,1,0,0,0,0
2,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,4,13585.5,177,0.0130285966655625,12,14.75,58,339,0,0,0,0,1,0
